Huddersfield,Swansea,Liverpool,Hull,Burnley,Middlesbrough,Newcastle,Everton,Stoke,Tottenham,Brighton,Southampton,West Ham,Bournemouth,Chelsea,Leicester,Man City,Arsenal,Crystal Palace,Sunderland,Watford,West Brom,Man United
37,33,76,0,54,0,44,49,33,74,40,36,41,46,70,51,100,60,44,0,43,31,81
