Huddersfield,Swansea,Liverpool,Hull,Burnley,Middlesbrough,Newcastle,Everton,Stoke,Tottenham,Brighton,Southampton,West Ham,Bournemouth,Chelsea,Leicester,Man City,Arsenal,Crystal Palace,Sunderland,Watford,West Brom,Man United
33,32,74,0,47,0,47,40,34,86,36,46,42,51,69,54,105,71,51,0,40,29,70
