Huddersfield,Swansea,Liverpool,Hull,Burnley,Middlesbrough,Newcastle,Everton,Stoke,Tottenham,Brighton,Southampton,West Ham,Bournemouth,Chelsea,Leicester,Man City,Arsenal,Crystal Palace,Sunderland,Watford,West Brom,Man United
35,32,82,0,45,0,49,43,38,90,36,48,40,50,70,55,105,70,52,0,40,34,69
